word,condition,budget_m,logit_lens_prob,token_forcing_success_rate,rep
snow,random,16,0.08749513328075409,0.1,2
snow,random,16,0.08749513328075409,0.1,3
snow,random,16,0.08749513328075409,0.1,4
snow,random,16,0.08749519288539886,0.1,5
snow,random,16,0.08749513328075409,0.1,6
snow,random,16,0.08749513328075409,0.1,7
snow,random,16,0.08749518543481827,0.1,8
snow,random,16,0.08747987449169159,0.1,9
snow,targeted,32,4.719764490346279e-08,0.1,
snow,random,32,0.08749513328075409,0.1,0
snow,random,32,0.08764772862195969,0.1,1
snow,random,32,0.08749513328075409,0.1,2
snow,random,32,0.08749513328075409,0.1,3
snow,random,32,0.08750472962856293,0.1,4
snow,random,32,0.08745571970939636,0.1,5
snow,random,32,0.08749513328075409,0.1,6
snow,random,32,0.0873899757862091,0.1,7
snow,random,32,0.0874950960278511,0.1,8
snow,random,32,0.08749513328075409,0.1,9
blue,targeted,1,2.935734855213923e-08,0.1,
blue,random,1,6.437007868953515e-06,0.1,0
blue,random,1,6.437007868953515e-06,0.1,1
blue,random,1,6.437007868953515e-06,0.1,2
blue,random,1,6.437007868953515e-06,0.1,3
blue,random,1,6.437007868953515e-06,0.1,4
blue,random,1,6.437007868953515e-06,0.1,5
blue,random,1,6.437007868953515e-06,0.1,6
blue,random,1,6.437007868953515e-06,0.1,7
blue,random,1,6.437007868953515e-06,0.1,8
blue,random,1,5.880697699467419e-06,0.1,9
blue,targeted,2,2.9357064335044925e-08,0.1,
blue,random,2,6.437007868953515e-06,0.1,0
blue,random,2,6.437007868953515e-06,0.1,1
blue,random,2,6.437007868953515e-06,0.1,2
blue,random,2,6.437007868953515e-06,0.1,3
blue,random,2,6.437007868953515e-06,0.1,4
blue,random,2,6.437007868953515e-06,0.1,5
blue,random,2,6.437007868953515e-06,0.1,6
blue,random,2,6.437007868953515e-06,0.1,7
blue,random,2,6.437007868953515e-06,0.1,8
blue,random,2,6.437007868953515e-06,0.1,9
blue,targeted,4,9.466524453216607e-09,0.1,
blue,random,4,6.437007868953515e-06,0.1,0
blue,random,4,6.437007868953515e-06,0.1,1
blue,random,4,6.437007868953515e-06,0.1,2
blue,random,4,6.437007868953515e-06,0.1,3
blue,random,4,6.437007868953515e-06,0.1,4
blue,random,4,6.6101711126975715e-06,0.1,5
blue,random,4,6.437007868953515e-06,0.1,6
blue,random,4,6.437007868953515e-06,0.1,7
blue,random,4,6.437007868953515e-06,0.1,8
blue,random,4,6.437007868953515e-06,0.1,9
blue,targeted,8,1.1902658769713526e-07,0.2,
blue,random,8,6.437007868953515e-06,0.1,0
blue,random,8,6.437007868953515e-06,0.1,1
blue,random,8,6.437007868953515e-06,0.1,2
blue,random,8,6.437007868953515e-06,0.1,3
blue,random,8,6.437007868953515e-06,0.1,4
blue,random,8,6.437007868953515e-06,0.1,5
blue,random,8,6.437007868953515e-06,0.1,6
blue,random,8,6.437007868953515e-06,0.1,7
blue,random,8,6.437007868953515e-06,0.1,8
blue,random,8,6.437007868953515e-06,0.1,9
blue,targeted,16,1.4398061409792717e-07,0.1,
blue,random,16,6.437007868953515e-06,0.1,0
blue,random,16,6.437007868953515e-06,0.1,1
blue,random,16,7.180016837082803e-06,0.1,2
blue,random,16,6.437007868953515e-06,0.1,3
blue,random,16,6.437007868953515e-06,0.1,4
blue,random,16,6.437007868953515e-06,0.1,5
blue,random,16,6.76491390549927e-06,0.1,6
blue,random,16,6.436922376451548e-06,0.1,7
blue,random,16,6.437007868953515e-06,0.1,8
blue,random,16,6.437007868953515e-06,0.1,9
blue,targeted,32,2.5485745069886434e-08,0.0,
blue,random,32,6.437007868953515e-06,0.1,0
blue,random,32,6.434306669689249e-06,0.1,1
blue,random,32,6.42831537334132e-06,0.1,2
blue,random,32,6.437007868953515e-06,0.1,3
blue,random,32,5.570668236032361e-06,0.1,4
blue,random,32,7.058083610900212e-06,0.1,5
blue,random,32,5.570753728534328e-06,0.1,6
blue,random,32,6.437007868953515e-06,0.1,7
blue,random,32,6.09676453677821e-06,0.1,8
blue,random,32,6.437007868953515e-06,0.1,9
ship,targeted,1,0.14131952822208405,0.1,
ship,random,1,0.1406242549419403,0.1,0
ship,random,1,0.1406242549419403,0.1,1
ship,random,1,0.1406242549419403,0.1,2
ship,random,1,0.1406242549419403,0.1,3
ship,random,1,0.1406242549419403,0.1,4
ship,random,1,0.1406242549419403,0.1,5
ship,random,1,0.1406242549419403,0.1,6
ship,random,1,0.1406242549419403,0.1,7
ship,random,1,0.1406242549419403,0.1,8
ship,random,1,0.1406242549419403,0.1,9
ship,targeted,2,0.09006989747285843,0.1,
ship,random,2,0.1406242549419403,0.1,0
ship,random,2,0.1406242549419403,0.1,1
ship,random,2,0.1406242549419403,0.1,2
ship,random,2,0.1406242549419403,0.1,3
ship,random,2,0.1406242549419403,0.1,4
ship,random,2,0.1406242549419403,0.1,5
ship,random,2,0.1406242549419403,0.1,6
ship,random,2,0.1406242549419403,0.1,7
ship,random,2,0.1406242549419403,0.1,8
ship,random,2,0.1406242549419403,0.1,9
ship,targeted,4,0.08821246773004532,0.1,
ship,random,4,0.1406242549419403,0.1,0
ship,random,4,0.1406242549419403,0.1,1
ship,random,4,0.1406242549419403,0.1,2
ship,random,4,0.1406242549419403,0.1,3
ship,random,4,0.1406242549419403,0.1,4
ship,random,4,0.1406242549419403,0.1,5
ship,random,4,0.1406242549419403,0.1,6
ship,random,4,0.1406242549419403,0.1,7
ship,random,4,0.1406242549419403,0.1,8
ship,random,4,0.1406242549419403,0.1,9
ship,targeted,8,0.02798897586762905,0.2,
ship,random,8,0.1406242549419403,0.1,0
ship,random,8,0.1406242549419403,0.1,1
ship,random,8,0.1406242549419403,0.1,2
ship,random,8,0.1406242549419403,0.1,3
ship,random,8,0.1406242549419403,0.1,4
ship,random,8,0.1406242549419403,0.1,5
ship,random,8,0.1406242549419403,0.1,6
ship,random,8,0.1406242549419403,0.1,7
ship,random,8,0.1406242549419403,0.1,8
ship,random,8,0.1406242549419403,0.1,9
ship,targeted,16,2.5460589313297532e-05,0.2,
ship,random,16,0.1406242549419403,0.1,0
ship,random,16,0.1406242549419403,0.1,1
ship,random,16,0.1406242549419403,0.1,2
ship,random,16,0.1406242549419403,0.1,3
ship,random,16,0.1406242549419403,0.1,4
ship,random,16,0.1406242549419403,0.1,5
ship,random,16,0.1406242549419403,0.1,6
ship,random,16,0.1406242549419403,0.1,7
ship,random,16,0.14028458297252655,0.1,8
ship,random,16,0.1406242549419403,0.1,9
ship,targeted,32,1.6217474012591993e-06,0.2,
ship,random,32,0.1406242549419403,0.1,0
ship,random,32,0.1406242549419403,0.1,1
ship,random,32,0.1406242549419403,0.1,2
ship,random,32,0.12245634198188782,0.1,3
ship,random,32,0.14027927815914154,0.1,4
ship,random,32,0.1406242549419403,0.1,5
ship,random,32,0.1406242549419403,0.1,6
ship,random,32,0.14030641317367554,0.1,7
ship,random,32,0.14045441150665283,0.1,8
ship,random,32,0.1407940834760666,0.1,9
