word,condition,budget_m,logit_lens_prob,token_forcing_success_rate,rep
moon,targeted,1,0.0007578723598271608,0.1,
moon,random,1,0.1276041716337204,0.2,0
moon,random,1,0.1276041716337204,0.2,1
moon,random,1,0.1276041716337204,0.2,2
moon,random,1,0.1276041716337204,0.2,3
moon,random,1,0.1276041716337204,0.2,4
moon,random,1,0.1276041716337204,0.2,5
moon,random,1,0.1276041716337204,0.2,6
moon,random,1,0.1276041716337204,0.2,7
moon,random,1,0.1276041716337204,0.2,8
moon,random,1,0.1276041716337204,0.2,9
moon,targeted,2,0.001576760783791542,0.1,
moon,random,2,0.1276041716337204,0.2,0
moon,random,2,0.1276041716337204,0.2,1
moon,random,2,0.1276041716337204,0.2,2
moon,random,2,0.1276041716337204,0.2,3
moon,random,2,0.1276041716337204,0.2,4
moon,random,2,0.1276041716337204,0.2,5
moon,random,2,0.1276041716337204,0.2,6
moon,random,2,0.1276041716337204,0.2,7
moon,random,2,0.1276041716337204,0.2,8
moon,random,2,0.1276041716337204,0.2,9
moon,targeted,4,0.0012512356042861938,0.1,
moon,random,4,0.1276041716337204,0.2,0
moon,random,4,0.1276041716337204,0.2,1
moon,random,4,0.1276041716337204,0.2,2
moon,random,4,0.1276041716337204,0.2,3
moon,random,4,0.1276041716337204,0.2,4
moon,random,4,0.1276041716337204,0.2,5
moon,random,4,0.1370442658662796,0.2,6
moon,random,4,0.1276041716337204,0.2,7
moon,random,4,0.1276041716337204,0.2,8
moon,random,4,0.1276041716337204,0.2,9
moon,targeted,8,0.0003458661085460335,0.2,
moon,random,8,0.1276041716337204,0.2,0
moon,random,8,0.1276041716337204,0.2,1
moon,random,8,0.1276041716337204,0.2,2
moon,random,8,0.1276041716337204,0.2,3
moon,random,8,0.1276041716337204,0.2,4
moon,random,8,0.1276041716337204,0.2,5
moon,random,8,0.11572265625,0.2,6
moon,random,8,0.1276041716337204,0.2,7
moon,random,8,0.1276041716337204,0.2,8
moon,random,8,0.1276041716337204,0.2,9
moon,targeted,16,1.2238945600984152e-05,0.2,
moon,random,16,0.1027018204331398,0.2,0
moon,random,16,0.1276041716337204,0.2,1
moon,random,16,0.1276041716337204,0.2,2
moon,random,16,0.1276041716337204,0.2,3
moon,random,16,0.1276041716337204,0.2,4
moon,random,16,0.1276041716337204,0.2,5
moon,random,16,0.1276041716337204,0.2,6
moon,random,16,0.1276041716337204,0.2,7
moon,random,16,0.1276041716337204,0.2,8
moon,random,16,0.1276041716337204,0.2,9
moon,targeted,32,2.5613695608939224e-09,0.0,
moon,random,32,0.1276041716337204,0.2,0
moon,random,32,0.1276041716337204,0.2,1
moon,random,32,0.1276041716337204,0.2,2
moon,random,32,0.1276041716337204,0.2,3
moon,random,32,0.125,0.3,4
moon,random,32,0.1256510466337204,0.2,5
moon,random,32,0.1276041716337204,0.2,6
moon,random,32,0.1276041716337204,0.2,7
moon,random,32,0.1272786408662796,0.3,8
moon,random,32,0.1276041716337204,0.2,9
smile,targeted,1,0.03054198808968067,0.2,
smile,random,1,0.09003707021474838,0.1,0
smile,random,1,0.09003707021474838,0.2,1
smile,random,1,0.09003707021474838,0.1,2
smile,random,1,0.09003707021474838,0.1,3
smile,random,1,0.09003707021474838,0.1,4
smile,random,1,0.09003707021474838,0.1,5
smile,random,1,0.09003707021474838,0.1,6
smile,random,1,0.09003707021474838,0.2,7
smile,random,1,0.09003707021474838,0.1,8
smile,random,1,0.09003707021474838,0.2,9
smile,targeted,2,0.005172315519303083,0.1,
smile,random,2,0.09444966912269592,0.0,0
smile,random,2,0.09003707021474838,0.2,1
smile,random,2,0.09003707021474838,0.1,2
smile,random,2,0.09003707021474838,0.1,3
smile,random,2,0.09003707021474838,0.1,4
smile,random,2,0.09003707021474838,0.1,5
smile,random,2,0.09003707021474838,0.2,6
smile,random,2,0.09003707021474838,0.2,7
smile,random,2,0.09003707021474838,0.2,8
smile,random,2,0.09003707021474838,0.2,9
smile,targeted,4,0.029116181656718254,0.1,
smile,random,4,0.09003707021474838,0.2,0
smile,random,4,0.09003707021474838,0.2,1
smile,random,4,0.09003707021474838,0.1,2
smile,random,4,0.09003707021474838,0.2,3
smile,random,4,0.09003707021474838,0.1,4
smile,random,4,0.09003707021474838,0.2,5
smile,random,4,0.09003707021474838,0.2,6
smile,random,4,0.09003707021474838,0.1,7
smile,random,4,0.09003707021474838,0.2,8
smile,random,4,0.09003707021474838,0.3,9
smile,targeted,8,0.0009149423567578197,0.1,
smile,random,8,0.09003707021474838,0.1,0
smile,random,8,0.09003707021474838,0.1,1
smile,random,8,0.09003707021474838,0.1,2
smile,random,8,0.09003707021474838,0.2,3
smile,random,8,0.09003707021474838,0.2,4
smile,random,8,0.09003707021474838,0.3,5
smile,random,8,0.09003707021474838,0.2,6
smile,random,8,0.09003707021474838,0.2,7
smile,random,8,0.09003707021474838,0.1,8
smile,random,8,0.09003707021474838,0.2,9
smile,targeted,16,2.2989743229118176e-05,0.0,
smile,random,16,0.09003707021474838,0.3,0
smile,random,16,0.09003707021474838,0.1,1
smile,random,16,0.09003707021474838,0.1,2
smile,random,16,0.09003707021474838,0.2,3
smile,random,16,0.09285825490951538,0.1,4
smile,random,16,0.09372630715370178,0.1,5
smile,random,16,0.09003707021474838,0.1,6
smile,random,16,0.09003707021474838,0.3,7
smile,random,16,0.09003707021474838,0.2,8
smile,random,16,0.08967538177967072,0.2,9
smile,targeted,32,9.119611377172987e-08,0.0,
smile,random,32,0.09589644521474838,0.1,0
smile,random,32,0.09132107347249985,0.1,1
smile,random,32,0.09003707021474838,0.1,2
smile,random,32,0.09032642096281052,0.1,3
smile,random,32,0.09192916005849838,0.1,4
smile,random,32,0.13548904657363892,0.3,5
smile,random,32,0.08961660414934158,0.3,6
smile,random,32,0.08980197459459305,0.1,7
smile,random,32,0.08411213755607605,0.1,8
smile,random,32,0.09003707021474838,0.2,9
snow,targeted,1,0.05490460991859436,0.1,
snow,random,1,0.08749513328075409,0.1,0
snow,random,1,0.08749513328075409,0.1,1
snow,random,1,0.08749513328075409,0.1,2
snow,random,1,0.08749513328075409,0.1,3
snow,random,1,0.08749513328075409,0.1,4
snow,random,1,0.08749513328075409,0.1,5
snow,random,1,0.08749513328075409,0.1,6
snow,random,1,0.08749513328075409,0.1,7
snow,random,1,0.08749513328075409,0.1,8
snow,random,1,0.08749513328075409,0.1,9
snow,targeted,2,0.0022922686766833067,0.1,
snow,random,2,0.08749513328075409,0.1,0
snow,random,2,0.08746334910392761,0.1,1
snow,random,2,0.08749513328075409,0.1,2
snow,random,2,0.08749513328075409,0.1,3
snow,random,2,0.08749513328075409,0.2,4
snow,random,2,0.08749513328075409,0.1,5
snow,random,2,0.08749513328075409,0.1,6
snow,random,2,0.08749513328075409,0.1,7
snow,random,2,0.08749513328075409,0.1,8
snow,random,2,0.08749513328075409,0.1,9
snow,targeted,4,0.042100753635168076,0.1,
snow,random,4,0.08749513328075409,0.1,0
snow,random,4,0.08747818320989609,0.1,1
snow,random,4,0.08749513328075409,0.1,2
snow,random,4,0.08749513328075409,0.1,3
snow,random,4,0.08749513328075409,0.1,4
snow,random,4,0.08749513328075409,0.1,5
snow,random,4,0.08749513328075409,0.1,6
snow,random,4,0.08749513328075409,0.1,7
snow,random,4,0.09679729491472244,0.1,8
snow,random,4,0.08749513328075409,0.1,9
snow,targeted,8,0.0007222573040053248,0.1,
snow,random,8,0.08749513328075409,0.1,0
snow,random,8,0.08749513328075409,0.2,1
snow,random,8,0.08749513328075409,0.1,2
snow,random,8,0.08749738335609436,0.1,3
snow,random,8,0.08749513328075409,0.1,4
snow,random,8,0.08749513328075409,0.1,5
snow,random,8,0.08770197629928589,0.1,6
snow,random,8,0.08749513328075409,0.1,7
snow,random,8,0.08749513328075409,0.1,8
snow,random,8,0.08749513328075409,0.1,9
snow,targeted,16,9.671093721408397e-07,0.0,
snow,random,16,0.08749513328075409,0.1,0
snow,random,16,0.08749513328075409,0.1,1
